coef
-0.018820840160403342
-0.026475513006588798
-0.025061560783937575
-0.027533769413318584
-0.020636582986734257
-0.02186228163691358
-0.02084409833676877
-0.017735126326389627
0.008242110080820516
0.009003124669886679
0.023538406754401667
