3.0926453846458848e-06,2.566272850694457e-06,2.2860560516588925e-06,2.0329884954749866e-06,1.942317586293051e-06,1.8645001679611221e-06,1.8634728689207084e-06,1.6254529225410665e-06,7.021439108683655e-07,1.0486317269910337e-06,1.1411625280799245e-06
2.566272850694457e-06,2.8715364506850415e-06,2.470177558795221e-06,2.1996032562993453e-06,1.9285813399799513e-06,1.8461065277437064e-06,1.854282575439423e-06,1.623563266091765e-06,6.812041465861435e-07,1.015850390918308e-06,1.1096527069739086e-06
2.2860560516588925e-06,2.470177558795221e-06,2.7806562494747572e-06,2.394268135216844e-06,2.111358216971306e-06,1.8755329081828973e-06,1.8879200733234362e-06,1.659081501292998e-06,6.820304387288601e-07,9.987734174181752e-07,1.1051959075638399e-06
2.0329884954749866e-06,2.1996032562993453e-06,2.394268135216844e-06,2.668536156926519e-06,2.278342031153525e-06,2.020650418852449e-06,1.874569302449558e-06,1.6446340833950451e-06,6.622464683416001e-07,9.623128062303686e-07,1.0810063978850856e-06
1.942317586293051e-06,1.9285813399799513e-06,2.111358216971306e-06,2.278342031153525e-06,2.5447892826462485e-06,2.19675541423887e-06,2.0163810637197077e-06,1.6395781834673e-06,6.693789256706993e-07,9.616637341760215e-07,1.0878899929447182e-06
1.8645001679611221e-06,1.8461065277437064e-06,1.8755329081828973e-06,2.020650418852449e-06,2.19675541423887e-06,2.483631671143564e-06,2.1925996858092506e-06,1.7555979644594919e-06,6.663471110132395e-07,9.452711423749476e-07,1.0518163945935907e-06
1.8634728689207084e-06,1.854282575439423e-06,1.8879200733234362e-06,1.874569302449558e-06,2.0163810637197077e-06,2.1925996858092506e-06,2.5549852661776264e-06,1.9890719685703226e-06,6.959481254297707e-07,1.0043794397505215e-06,1.1065126000587594e-06
1.6254529225410665e-06,1.623563266091765e-06,1.659081501292998e-06,1.6446340833950451e-06,1.6395781834673e-06,1.7555979644594919e-06,1.9890719685703226e-06,2.336581712942108e-06,6.917035993771331e-07,1.017414109711036e-06,1.1220823042831584e-06
7.021439108683655e-07,6.812041465861435e-07,6.820304387288601e-07,6.622464683416001e-07,6.693789256706993e-07,6.663471110132395e-07,6.959481254297707e-07,6.917035993771331e-07,1.308474039998631e-06,1.027252820243857e-06,9.087486229028304e-07
1.0486317269910337e-06,1.015850390918308e-06,9.987734174181752e-07,9.623128062303686e-07,9.616637341760215e-07,9.452711423749476e-07,1.0043794397505215e-06,1.017414109711036e-06,1.027252820243857e-06,1.9721480948791053e-06,1.5274862230879164e-06
1.1411625280799245e-06,1.1096527069739086e-06,1.1051959075638399e-06,1.0810063978850856e-06,1.0878899929447182e-06,1.0518163945935907e-06,1.1065126000587594e-06,1.1220823042831584e-06,9.087486229028304e-07,1.5274862230879164e-06,2.325827483179769e-06
