coef
-0.0024589201116384184
-0.007249437515888414
-0.005434813527266515
-0.006522280276268031
-0.0001364012397387507
-0.0007310133882074499
-0.006273900065395497
-0.0013149658054395514
0.0029547912562756322
-0.003931545284228518
0.0018253390278947306
